2016-08-25 14:26:03.158749 nmap START
2016-08-25 14:26:05.887539 nmap END
2016-08-25 14:26:16.048800 reconnaissance 192.168.10.222 START
2016-08-25 14:26:20.219529 reconnaissance 192.168.10.222 END
2016-08-26 21:34:10.311554 slave_masquerading_ObjectSpoofBinary 192.168.10.222 192.168.10.221 START
2016-08-26 21:34:40.724544 slave_masquerading_ObjectSpoofBinary 192.168.10.222 192.168.10.221 END
2016-08-26 21:54:52.791572 slave_masquerading_ObjectSpoofBinary 192.168.10.222 192.168.10.221 START
2016-08-26 21:55:55.631665 slave_masquerading_ObjectSpoofBinary 192.168.10.222 192.168.10.221 END
2016-08-26 22:19:18.696361 slave_masquerading 192.168.10.222 192.168.10.221 START
2016-08-26 22:19:49.059581 slave_masquerading 192.168.10.222 192.168.10.221 END
2016-08-26 22:38:25.167855 slave_masquerading_ObjectSpoofBinaryFuzz 192.168.10.222 192.168.10.221 START
2016-08-26 22:39:12.997285 slave_masquerading_ObjectSpoofBinaryFuzz 192.168.10.222 192.168.10.221 END
2016-08-26 23:02:01.143134 slave_masquerading_ObjectSpoofBinary 192.168.10.222 192.168.10.221 START
2016-08-26 23:02:14.181817 slave_masquerading_ObjectSpoofBinary 192.168.10.222 192.168.10.221 END
2016-08-26 23:29:06.271879 slave_masquerading_ObjectSpoofBinaryFuzz 192.168.10.222 192.168.10.221 START
2016-08-26 23:30:08.386535 slave_masquerading_ObjectSpoofBinaryFuzz 192.168.10.222 192.168.10.221 END
2016-08-26 23:40:08.511849 slave_masquerading_ObjectSpoofCounter 192.168.10.222 192.168.10.221 START
2016-08-26 23:41:09.453153 slave_masquerading_ObjectSpoofCounter 192.168.10.222 192.168.10.221 END
2016-08-26 23:53:11.559569 slave_masquerading_ObjectSpoofBinaryFuzz 192.168.10.222 192.168.10.221 START
2016-08-26 23:53:28.896158 slave_masquerading_ObjectSpoofBinaryFuzz 192.168.10.222 192.168.10.221 END
2016-08-27 00:05:34.004604 slave_masquerading 192.168.10.222 192.168.10.221 START
2016-08-27 00:05:52.335570 slave_masquerading 192.168.10.222 192.168.10.221 END
2016-08-27 00:22:28.464916 slave_masquerading_ObjectSpoofCounterFuzz 192.168.10.222 192.168.10.221 START
2016-08-27 00:23:31.109842 slave_masquerading_ObjectSpoofCounterFuzz 192.168.10.222 192.168.10.221 END
2016-08-27 00:43:31.252466 slave_masquerading_ObjectSpoofBinaryFuzz 192.168.10.222 192.168.10.221 START
2016-08-27 00:43:49.703148 slave_masquerading_ObjectSpoofBinaryFuzz 192.168.10.222 192.168.10.221 END
2016-08-27 01:06:00.719589 slave_masquerading_flooding 192.168.10.222 192.168.10.221 START
2016-08-27 01:06:31.931571 slave_masquerading_flooding 192.168.10.222 192.168.10.221 END
2016-08-27 01:35:12.139571 slave_masquerading_ObjectSpoofBinary 192.168.10.222 192.168.10.221 START
2016-08-27 01:36:12.943761 slave_masquerading_ObjectSpoofBinary 192.168.10.222 192.168.10.221 END
2016-08-27 01:58:50.047578 slave_masquerading_ObjectSpoofCounter 192.168.10.222 192.168.10.221 START
2016-08-27 01:59:50.914256 slave_masquerading_ObjectSpoofCounter 192.168.10.222 192.168.10.221 END
2016-08-27 02:19:19.015883 slave_masquerading_flooding 192.168.10.222 192.168.10.221 START
2016-08-27 02:19:48.599555 slave_masquerading_flooding 192.168.10.222 192.168.10.221 END
2016-08-27 02:33:27.714098 slave_masquerading 192.168.10.222 192.168.10.221 START
2016-08-27 02:34:28.034237 slave_masquerading 192.168.10.222 192.168.10.221 END
2016-08-27 02:51:08.136742 slave_masquerading_ObjectSpoofCounterFuzz 192.168.10.222 192.168.10.221 START
2016-08-27 02:52:11.107671 slave_masquerading_ObjectSpoofCounterFuzz 192.168.10.222 192.168.10.221 END
2016-08-27 03:19:51.229767 slave_masquerading 192.168.10.222 192.168.10.221 START
2016-08-27 03:20:15.806194 slave_masquerading 192.168.10.222 192.168.10.221 END
2016-08-27 03:49:11.912505 slave_masquerading 192.168.10.222 192.168.10.221 START
2016-08-27 03:50:18.316578 slave_masquerading 192.168.10.222 192.168.10.221 END
2016-08-27 04:08:27.426468 master_hijacking_masquerading 192.168.10.222 192.168.10.221 START
2016-08-27 04:10:53.135621 master_hijacking_masquerading 192.168.10.222 192.168.10.221 END
2016-08-27 04:34:43.285872 slave_masquerading_ObjectSpoofBinaryFuzz 192.168.10.222 192.168.10.221 START
2016-08-27 04:35:24.131716 slave_masquerading_ObjectSpoofBinaryFuzz 192.168.10.222 192.168.10.221 END
2016-08-27 04:53:44.221424 master_masquerading 192.168.10.222 192.168.10.221 START
2016-08-27 04:54:51.703134 master_masquerading 192.168.10.222 192.168.10.221 END
2016-08-27 05:05:20.849480 master_masquerading 192.168.10.222 192.168.10.221 START
2016-08-27 05:06:37.431665 master_masquerading 192.168.10.222 192.168.10.221 END
2016-08-27 05:25:03.591528 master_masquerading 192.168.10.222 192.168.10.221 START
2016-08-27 05:26:19.981375 master_masquerading 192.168.10.222 192.168.10.221 END
2016-08-27 05:36:56.091036 master_masquerading 192.168.10.222 192.168.10.221 START
2016-08-27 05:38:12.650311 master_masquerading 192.168.10.222 192.168.10.221 END
2016-08-27 06:05:39.738522 slave_masquerading_flooding 192.168.10.222 192.168.10.221 START
2016-08-27 06:06:08.023713 slave_masquerading_flooding 192.168.10.222 192.168.10.221 END
2016-08-27 06:29:27.153113 slave_masquerading_ObjectSpoofBinaryFuzz 192.168.10.222 192.168.10.221 START
2016-08-27 06:30:06.787100 slave_masquerading_ObjectSpoofBinaryFuzz 192.168.10.222 192.168.10.221 END
2016-08-27 06:57:04.907544 slave_masquerading_ObjectSpoofBinary 192.168.10.222 192.168.10.221 START
2016-08-27 06:58:08.567845 slave_masquerading_ObjectSpoofBinary 192.168.10.222 192.168.10.221 END
2016-08-27 07:13:55.676633 slave_masquerading_ObjectSpoofCounterFuzz 192.168.10.222 192.168.10.221 START
2016-08-27 07:14:59.591417 slave_masquerading_ObjectSpoofCounterFuzz 192.168.10.222 192.168.10.221 END
2016-08-27 07:39:27.702752 slave_masquerading_ObjectSpoofBinary 192.168.10.222 192.168.10.221 START
2016-08-27 07:40:32.427535 slave_masquerading_ObjectSpoofBinary 192.168.10.222 192.168.10.221 END
2016-08-27 08:02:19.494672 master_masquerading 192.168.10.222 192.168.10.221 START
2016-08-27 08:03:27.002624 master_masquerading 192.168.10.222 192.168.10.221 END
2016-08-27 08:15:07.011402 slave_masquerading_ObjectSpoofBinaryFuzz 192.168.10.222 192.168.10.221 START
2016-08-27 08:16:09.449712 slave_masquerading_ObjectSpoofBinaryFuzz 192.168.10.222 192.168.10.221 END
2016-08-27 08:29:02.527024 slave_masquerading_ObjectSpoofBinaryFuzz 192.168.10.222 192.168.10.221 START
2016-08-27 08:29:29.103575 slave_masquerading_ObjectSpoofBinaryFuzz 192.168.10.222 192.168.10.221 END
2016-08-27 08:49:39.241193 slave_masquerading_ObjectSpoofBinary 192.168.10.222 192.168.10.221 START
2016-08-27 08:50:44.393666 slave_masquerading_ObjectSpoofBinary 192.168.10.222 192.168.10.221 END
2016-08-27 09:12:21.407804 slave_masquerading_ObjectSpoofCounter 192.168.10.222 192.168.10.221 START
2016-08-27 09:13:25.845550 slave_masquerading_ObjectSpoofCounter 192.168.10.222 192.168.10.221 END
2016-08-27 09:36:56.950156 slave_masquerading_flooding 192.168.10.222 192.168.10.221 START
2016-08-27 09:37:27.004306 slave_masquerading_flooding 192.168.10.222 192.168.10.221 END
2016-08-27 09:56:53.113183 master_hijacking_masquerading 192.168.10.222 192.168.10.221 START
2016-08-27 09:59:19.763635 master_hijacking_masquerading 192.168.10.222 192.168.10.221 END
2016-08-27 10:23:10.807846 slave_masquerading_ObjectSpoofCounterFuzz 192.168.10.222 192.168.10.221 START
2016-08-27 10:23:26.287253 slave_masquerading_ObjectSpoofCounterFuzz 192.168.10.222 192.168.10.221 END
2016-08-27 10:42:47.391995 master_hijacking_masquerading 192.168.10.222 192.168.10.221 START
2016-08-27 10:45:14.127684 master_hijacking_masquerading 192.168.10.222 192.168.10.221 END
2016-08-27 11:04:11.245708 master_masquerading 192.168.10.222 192.168.10.221 START
2016-08-27 11:05:27.797075 master_masquerading 192.168.10.222 192.168.10.221 END
2016-08-27 11:21:47.853956 master_hijacking_masquerading 192.168.10.222 192.168.10.221 START
2016-08-27 11:24:32.027658 master_hijacking_masquerading 192.168.10.222 192.168.10.221 END
2016-08-27 11:44:22.147541 slave_masquerading_ObjectSpoofBinary 192.168.10.222 192.168.10.221 START
2016-08-27 11:45:24.290693 slave_masquerading_ObjectSpoofBinary 192.168.10.222 192.168.10.221 END
2016-08-27 12:14:21.347792 slave_masquerading_ObjectSpoofCounterFuzz 192.168.10.222 192.168.10.221 START
2016-08-27 12:15:26.927648 slave_masquerading_ObjectSpoofCounterFuzz 192.168.10.222 192.168.10.221 END
2016-08-27 14:18:29.259951 nmap START
2016-08-27 14:18:32.091583 nmap END
2016-08-27 14:18:42.302792 reconnaissance 192.168.10.222 START
2016-08-27 14:18:46.449390 reconnaissance 192.168.10.222 END
2016-08-27 17:04:00.690176 master_hijacking_masquerading 192.168.10.222 192.168.10.221 START
2016-08-27 17:06:44.547675 master_hijacking_masquerading 192.168.10.222 192.168.10.221 END
2016-08-27 19:29:42.684694 slave_masquerading_flooding 192.168.10.222 192.168.10.221 START
2016-08-27 19:30:15.609923 slave_masquerading_flooding 192.168.10.222 192.168.10.221 END
2016-08-27 22:13:49.806138 master_masquerading 192.168.10.222 192.168.10.221 START
2016-08-27 22:14:57.394287 master_masquerading 192.168.10.222 192.168.10.221 END
2016-08-27 23:57:36.495443 slave_masquerading_ObjectSpoofBinary 192.168.10.222 192.168.10.221 START
2016-08-27 23:58:01.013426 slave_masquerading_ObjectSpoofBinary 192.168.10.222 192.168.10.221 END
2016-08-28 02:06:17.060737 slave_masquerading_flooding 192.168.10.222 192.168.10.221 START
2016-08-28 02:06:48.454704 slave_masquerading_flooding 192.168.10.222 192.168.10.221 END
2016-08-28 04:18:27.469348 slave_masquerading 192.168.10.222 192.168.10.221 START
2016-08-28 04:18:46.343548 slave_masquerading 192.168.10.222 192.168.10.221 END
2016-08-28 06:44:31.453402 master_masquerading 192.168.10.222 192.168.10.221 START
2016-08-28 06:45:38.833497 master_masquerading 192.168.10.222 192.168.10.221 END
2016-08-28 07:50:54.902393 slave_masquerading_ObjectSpoofCounter 192.168.10.222 192.168.10.221 START
2016-08-28 07:51:46.380443 slave_masquerading_ObjectSpoofCounter 192.168.10.222 192.168.10.221 END
2016-08-28 09:29:37.501295 slave_masquerading_ObjectSpoofCounter 192.168.10.222 192.168.10.221 START
2016-08-28 09:30:41.229243 slave_masquerading_ObjectSpoofCounter 192.168.10.222 192.168.10.221 END
2016-08-28 11:06:23.350112 slave_masquerading_ObjectSpoofCounterFuzz 192.168.10.222 192.168.10.221 START
2016-08-28 11:06:52.196661 slave_masquerading_ObjectSpoofCounterFuzz 192.168.10.222 192.168.10.221 END
2016-08-28 12:52:00.479541 nmap START
2016-08-28 12:52:03.299541 nmap END
2016-08-28 12:52:13.405853 reconnaissance 192.168.10.222 START
2016-08-28 12:52:17.516699 reconnaissance 192.168.10.222 END
2016-08-28 13:17:47.615161 master_hijacking_masquerading 192.168.10.222 192.168.10.221 START
2016-08-28 13:20:28.975639 master_hijacking_masquerading 192.168.10.222 192.168.10.221 END
2016-08-28 13:32:11.093250 slave_masquerading_ObjectSpoofCounterFuzz 192.168.10.222 192.168.10.221 START
2016-08-28 13:32:47.093690 slave_masquerading_ObjectSpoofCounterFuzz 192.168.10.222 192.168.10.221 END
2016-08-28 13:58:26.183604 slave_masquerading_ObjectSpoofCounterFuzz 192.168.10.222 192.168.10.221 START
2016-08-28 13:59:28.050876 slave_masquerading_ObjectSpoofCounterFuzz 192.168.10.222 192.168.10.221 END
2016-08-28 14:14:42.154358 slave_masquerading_ObjectSpoofCounter 192.168.10.222 192.168.10.221 START
2016-08-28 14:15:08.920102 slave_masquerading_ObjectSpoofCounter 192.168.10.222 192.168.10.221 END
2016-08-28 14:40:17.029181 slave_masquerading_ObjectSpoofCounterFuzz 192.168.10.222 192.168.10.221 START
2016-08-28 14:40:47.967590 slave_masquerading_ObjectSpoofCounterFuzz 192.168.10.222 192.168.10.221 END
2016-08-28 14:51:21.049483 master_hijacking_masquerading 192.168.10.222 192.168.10.221 START
2016-08-28 14:53:48.929398 master_hijacking_masquerading 192.168.10.222 192.168.10.221 END
2016-08-28 15:17:08.039059 master_hijacking_masquerading 192.168.10.222 192.168.10.221 START
2016-08-28 15:19:52.081197 master_hijacking_masquerading 192.168.10.222 192.168.10.221 END
2016-08-28 15:32:25.210188 master_masquerading 192.168.10.222 192.168.10.221 START
2016-08-28 15:33:41.823585 master_masquerading 192.168.10.222 192.168.10.221 END
2016-08-28 15:43:57.854307 slave_masquerading_ObjectSpoofCounter 192.168.10.222 192.168.10.221 START
2016-08-28 15:44:59.111554 slave_masquerading_ObjectSpoofCounter 192.168.10.222 192.168.10.221 END
2016-08-28 16:02:56.225510 master_hijacking_masquerading 192.168.10.222 192.168.10.221 START
2016-08-28 16:05:31.271645 master_hijacking_masquerading 192.168.10.222 192.168.10.221 END
2016-08-28 16:16:33.386872 slave_masquerading_ObjectSpoofCounterFuzz 192.168.10.222 192.168.10.221 START
2016-08-28 16:17:04.915553 slave_masquerading_ObjectSpoofCounterFuzz 192.168.10.222 192.168.10.221 END
2016-08-28 16:32:34.042813 slave_masquerading 192.168.10.222 192.168.10.221 START
2016-08-28 16:32:58.392198 slave_masquerading 192.168.10.222 192.168.10.221 END
2016-08-28 16:50:07.460893 slave_masquerading_ObjectSpoofBinaryFuzz 192.168.10.222 192.168.10.221 START
2016-08-28 16:50:39.031501 slave_masquerading_ObjectSpoofBinaryFuzz 192.168.10.222 192.168.10.221 END
2016-08-28 17:19:09.120165 master_hijacking_masquerading 192.168.10.222 192.168.10.221 START
2016-08-28 17:21:38.163982 master_hijacking_masquerading 192.168.10.222 192.168.10.221 END
2016-08-28 17:48:05.275564 slave_masquerading_ObjectSpoofBinaryFuzz 192.168.10.222 192.168.10.221 START
2016-08-28 17:48:59.104085 slave_masquerading_ObjectSpoofBinaryFuzz 192.168.10.222 192.168.10.221 END
2016-08-28 18:16:52.182629 slave_masquerading_ObjectSpoofCounter 192.168.10.222 192.168.10.221 START
2016-08-28 18:17:55.169269 slave_masquerading_ObjectSpoofCounter 192.168.10.222 192.168.10.221 END
2016-08-28 18:29:48.225022 slave_masquerading_ObjectSpoofCounter 192.168.10.222 192.168.10.221 START
2016-08-28 18:30:27.646256 slave_masquerading_ObjectSpoofCounter 192.168.10.222 192.168.10.221 END
2016-08-28 18:41:02.759985 slave_masquerading_ObjectSpoofBinaryFuzz 192.168.10.222 192.168.10.221 START
2016-08-28 18:42:04.837468 slave_masquerading_ObjectSpoofBinaryFuzz 192.168.10.222 192.168.10.221 END
2016-08-28 19:07:18.963566 slave_masquerading_ObjectSpoofBinary 192.168.10.222 192.168.10.221 START
2016-08-28 19:07:37.507378 slave_masquerading_ObjectSpoofBinary 192.168.10.222 192.168.10.221 END
2016-08-28 19:22:11.607949 slave_masquerading 192.168.10.222 192.168.10.221 START
2016-08-28 19:22:39.142361 slave_masquerading 192.168.10.222 192.168.10.221 END
2016-08-28 19:37:45.184029 slave_masquerading_ObjectSpoofCounter 192.168.10.222 192.168.10.221 START
2016-08-28 19:38:33.603536 slave_masquerading_ObjectSpoofCounter 192.168.10.222 192.168.10.221 END
2016-08-28 20:03:51.712202 slave_masquerading_ObjectSpoofBinary 192.168.10.222 192.168.10.221 START
2016-08-28 20:04:10.185282 slave_masquerading_ObjectSpoofBinary 192.168.10.222 192.168.10.221 END
2016-08-28 20:22:34.329896 slave_masquerading_flooding 192.168.10.222 192.168.10.221 START
2016-08-28 20:23:02.903562 slave_masquerading_flooding 192.168.10.222 192.168.10.221 END
2016-08-28 20:37:29.997025 master_masquerading 192.168.10.222 192.168.10.221 START
2016-08-28 20:38:37.718928 master_masquerading 192.168.10.222 192.168.10.221 END
2016-08-28 21:02:42.833377 slave_masquerading_ObjectSpoofBinary 192.168.10.222 192.168.10.221 START
2016-08-28 21:03:13.303542 slave_masquerading_ObjectSpoofBinary 192.168.10.222 192.168.10.221 END
2016-08-28 21:26:37.479587 master_masquerading 192.168.10.222 192.168.10.221 START
2016-08-28 21:27:45.097053 master_masquerading 192.168.10.222 192.168.10.221 END
2016-08-28 21:41:19.147551 slave_masquerading_ObjectSpoofCounterFuzz 192.168.10.222 192.168.10.221 START
2016-08-28 21:41:50.054992 slave_masquerading_ObjectSpoofCounterFuzz 192.168.10.222 192.168.10.221 END
2016-08-28 21:57:48.111542 slave_masquerading_ObjectSpoofCounterFuzz 192.168.10.222 192.168.10.221 START
2016-08-28 21:58:06.496394 slave_masquerading_ObjectSpoofCounterFuzz 192.168.10.222 192.168.10.221 END
2016-08-28 22:10:52.600387 slave_masquerading_ObjectSpoofBinary 192.168.10.222 192.168.10.221 START
2016-08-28 22:11:53.763473 slave_masquerading_ObjectSpoofBinary 192.168.10.222 192.168.10.221 END
2016-08-28 22:34:34.897018 slave_masquerading 192.168.10.222 192.168.10.221 START
2016-08-28 22:34:53.271577 slave_masquerading 192.168.10.222 192.168.10.221 END
2016-08-28 22:52:45.288253 slave_masquerading_ObjectSpoofBinaryFuzz 192.168.10.222 192.168.10.221 START
2016-08-28 22:52:53.590016 slave_masquerading_ObjectSpoofBinaryFuzz 192.168.10.222 192.168.10.221 END
2016-08-28 23:17:16.620568 slave_masquerading_ObjectSpoofCounterFuzz 192.168.10.222 192.168.10.221 START
2016-08-28 23:17:38.308858 slave_masquerading_ObjectSpoofCounterFuzz 192.168.10.222 192.168.10.221 END
2016-08-28 23:39:56.503596 slave_masquerading 192.168.10.222 192.168.10.221 START
2016-08-28 23:40:56.879116 slave_masquerading 192.168.10.222 192.168.10.221 END
2016-08-29 00:08:17.920772 slave_masquerading_ObjectSpoofCounter 192.168.10.222 192.168.10.221 START
2016-08-29 00:09:18.303583 slave_masquerading_ObjectSpoofCounter 192.168.10.222 192.168.10.221 END
2016-08-29 00:25:37.424180 slave_masquerading_ObjectSpoofBinaryFuzz 192.168.10.222 192.168.10.221 START
2016-08-29 00:25:39.718824 slave_masquerading_ObjectSpoofBinaryFuzz 192.168.10.222 192.168.10.221 END
2016-08-29 00:37:13.769698 master_hijacking_masquerading 192.168.10.222 192.168.10.221 START
2016-08-29 00:39:51.503618 master_hijacking_masquerading 192.168.10.222 192.168.10.221 END
2016-08-29 01:01:25.574828 slave_masquerading_ObjectSpoofCounter 192.168.10.222 192.168.10.221 START
2016-08-29 01:01:52.971221 slave_masquerading_ObjectSpoofCounter 192.168.10.222 192.168.10.221 END
2016-08-29 01:12:13.079642 slave_masquerading_ObjectSpoofCounterFuzz 192.168.10.222 192.168.10.221 START
2016-08-29 01:13:14.303155 slave_masquerading_ObjectSpoofCounterFuzz 192.168.10.222 192.168.10.221 END
2016-08-29 01:25:31.414226 master_hijacking_masquerading 192.168.10.222 192.168.10.221 START
2016-08-29 01:28:00.359242 master_hijacking_masquerading 192.168.10.222 192.168.10.221 END
2016-08-29 01:56:17.472027 slave_masquerading_ObjectSpoofBinary 192.168.10.222 192.168.10.221 START
2016-08-29 01:56:47.915847 slave_masquerading_ObjectSpoofBinary 192.168.10.222 192.168.10.221 END
2016-08-29 02:14:18.947599 master_hijacking_masquerading 192.168.10.222 192.168.10.221 START
2016-08-29 02:16:52.196448 master_hijacking_masquerading 192.168.10.222 192.168.10.221 END
2016-08-29 02:43:22.293538 slave_masquerading_ObjectSpoofCounter 192.168.10.222 192.168.10.221 START
2016-08-29 02:44:29.931582 slave_masquerading_ObjectSpoofCounter 192.168.10.222 192.168.10.221 END
2016-08-29 03:01:48.083570 slave_masquerading 192.168.10.222 192.168.10.221 START
2016-08-29 03:02:52.239080 slave_masquerading 192.168.10.222 192.168.10.221 END
2016-08-29 03:14:07.376408 slave_masquerading_ObjectSpoofBinary 192.168.10.222 192.168.10.221 START
2016-08-29 03:14:31.834418 slave_masquerading_ObjectSpoofBinary 192.168.10.222 192.168.10.221 END
2016-08-29 03:36:34.856353 slave_masquerading 192.168.10.222 192.168.10.221 START
2016-08-29 03:37:35.582041 slave_masquerading 192.168.10.222 192.168.10.221 END
2016-08-29 04:00:07.697672 slave_masquerading_ObjectSpoofBinaryFuzz 192.168.10.222 192.168.10.221 START
2016-08-29 04:01:09.987577 slave_masquerading_ObjectSpoofBinaryFuzz 192.168.10.222 192.168.10.221 END
2016-08-29 04:22:56.051540 master_hijacking_masquerading 192.168.10.222 192.168.10.221 START
2016-08-29 04:25:30.267649 master_hijacking_masquerading 192.168.10.222 192.168.10.221 END
2016-08-29 04:37:14.439912 slave_masquerading_flooding 192.168.10.222 192.168.10.221 START
2016-08-29 04:37:56.091894 slave_masquerading_flooding 192.168.10.222 192.168.10.221 END
2016-08-29 04:51:52.128438 slave_masquerading 192.168.10.222 192.168.10.221 START
