2016-10-04 18:00:34.321650 nmap START
2016-10-04 18:00:36.718534 nmap END
2016-10-04 18:00:46.737130 reconnaissance 192.168.10.222 START
2016-10-04 18:00:50.798518 reconnaissance 192.168.10.222 END
2016-10-06 05:56:17.309458 slave_masquerading_ObjectSpoofBinary 192.168.10.221 192.168.10.222 START
2016-10-06 05:57:17.638199 slave_masquerading_ObjectSpoofBinary 192.168.10.221 192.168.10.222 END
2016-10-06 06:10:01.737376 master_replay_flooding 192.168.10.221 192.168.10.222 START
2016-10-06 06:10:21.001040 master_replay_flooding 192.168.10.221 192.168.10.222 END
2016-10-06 06:30:49.095447 MITM_modification_CounterStatus 192.168.10.221 192.168.10.222 START
2016-10-06 06:31:58.804496 MITM_modification_CounterStatus 192.168.10.221 192.168.10.222 END
2016-10-06 06:43:33.811848 master_masquerading 192.168.10.221 192.168.10.222 START
2016-10-06 06:44:49.871273 master_masquerading 192.168.10.221 192.168.10.222 END
2016-10-06 07:05:52.879968 injection_ColdRestart 192.168.10.221 192.168.10.222 START
2016-10-06 07:07:16.008765 injection_ColdRestart 192.168.10.221 192.168.10.222 END
2016-10-06 07:19:30.105873 injection_replay_updaterAck 192.168.10.221 192.168.10.222 START
2016-10-06 07:19:35.897074 injection_replay_updaterAck 192.168.10.221 192.168.10.222 END
2016-10-06 07:42:34.979933 slave_masquerading 192.168.10.221 192.168.10.222 START
2016-10-06 07:42:55.466973 slave_masquerading 192.168.10.221 192.168.10.222 END
2016-10-06 08:05:16.567176 injection_FreezeObj 192.168.10.221 192.168.10.222 START
2016-10-06 08:05:38.373076 injection_FreezeObj 192.168.10.221 192.168.10.222 END
2016-10-06 08:34:28.462706 master_replay_flooding 192.168.10.221 192.168.10.222 START
2016-10-06 08:34:47.654759 master_replay_flooding 192.168.10.221 192.168.10.222 END
2016-10-06 08:52:37.688566 master_hijacking_replay_flooding 192.168.10.221 192.168.10.222 START
2016-10-06 08:53:36.512806 master_hijacking_replay_flooding 192.168.10.221 192.168.10.222 END
2016-10-06 09:06:15.602609 injection_replay_updaterAck 192.168.10.221 192.168.10.222 START
2016-10-06 09:06:19.084881 injection_replay_updaterAck 192.168.10.221 192.168.10.222 END
2016-10-06 09:24:55.178938 MITM_modification_CountBinaryInputPointInsert 192.168.10.221 192.168.10.222 START
2016-10-06 09:26:14.774565 MITM_modification_CountBinaryInputPointInsert 192.168.10.221 192.168.10.222 END
2016-10-06 09:50:16.874830 master_flooding_time 192.168.10.221 192.168.10.222 START
2016-10-06 09:51:29.860395 master_flooding_time 192.168.10.221 192.168.10.222 END
2016-10-06 10:09:26.942361 master_flooding 192.168.10.221 192.168.10.222 START
2016-10-06 10:10:40.052717 master_flooding 192.168.10.221 192.168.10.222 END
2016-10-06 10:33:26.133663 MITM_modification_BinaryInputDataDelete 192.168.10.221 192.168.10.222 START
2016-10-06 10:34:39.978835 MITM_modification_BinaryInputDataDelete 192.168.10.221 192.168.10.222 END
2016-10-06 10:56:15.073105 slave_masquerading_flooding 192.168.10.221 192.168.10.222 START
2016-10-06 10:56:27.769591 slave_masquerading_flooding 192.168.10.221 192.168.10.222 END
2016-10-06 11:13:56.836011 injection_FreezeObj 192.168.10.221 192.168.10.222 START
2016-10-06 11:14:17.640759 injection_FreezeObj 192.168.10.221 192.168.10.222 END
2016-10-06 11:31:51.730632 MITM_hijack_injection 192.168.10.221 192.168.10.222 START
2016-10-06 11:32:22.716367 MITM_hijack_injection 192.168.10.221 192.168.10.222 END
2016-10-06 11:49:46.815318 injection_ColdRestart 192.168.10.221 192.168.10.222 START
2016-10-06 11:51:09.976787 injection_ColdRestart 192.168.10.221 192.168.10.222 END
2016-10-06 12:18:07.038930 master_hijacking_replay_flooding 192.168.10.221 192.168.10.222 START
2016-10-06 12:19:30.680791 master_hijacking_replay_flooding 192.168.10.221 192.168.10.222 END
2016-10-06 12:44:08.780940 MITM_modification_BinaryInputPointDelete 192.168.10.221 192.168.10.222 START
2016-10-06 12:45:23.439311 MITM_modification_BinaryInputPointDelete 192.168.10.221 192.168.10.222 END
2016-10-06 12:55:33.529850 master_flooding_freeze 192.168.10.221 192.168.10.222 START
2016-10-06 12:56:46.714504 master_flooding_freeze 192.168.10.221 192.168.10.222 END
2016-10-06 13:11:03.812049 MITM_forwarding 192.168.10.221 192.168.10.222 START
2016-10-06 13:11:39.551625 MITM_forwarding 192.168.10.221 192.168.10.222 END
2016-10-06 13:23:08.624163 slave_masquerading_ObjectSpoofBinary 192.168.10.221 192.168.10.222 START
2016-10-06 13:23:59.911046 slave_masquerading_ObjectSpoofBinary 192.168.10.221 192.168.10.222 END
2016-10-06 13:53:12.000211 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 START
2016-10-06 13:53:45.050677 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 END
2016-10-06 14:22:59.150972 injection_replay 192.168.10.221 192.168.10.222 START
2016-10-06 14:23:03.409683 injection_replay 192.168.10.221 192.168.10.222 END
2016-10-06 14:42:27.472668 master_flooding_freeze 192.168.10.221 192.168.10.222 START
2016-10-06 14:43:31.569850 master_flooding_freeze 192.168.10.221 192.168.10.222 END
2016-10-06 15:03:44.591994 injection_FreezeObj 192.168.10.221 192.168.10.222 START
2016-10-06 15:04:01.548836 injection_FreezeObj 192.168.10.221 192.168.10.222 END
2016-10-06 15:19:17.647665 injection_FreezeObj 192.168.10.221 192.168.10.222 START
2016-10-06 15:19:44.439770 injection_FreezeObj 192.168.10.221 192.168.10.222 END
2016-10-06 15:41:47.521090 injection_WarmRestart 192.168.10.221 192.168.10.222 START
2016-10-06 15:43:02.312795 injection_WarmRestart 192.168.10.221 192.168.10.222 END
2016-10-06 15:54:05.408341 master_hijacking_masquerading 192.168.10.221 192.168.10.222 START
2016-10-06 15:55:06.456788 master_hijacking_masquerading 192.168.10.221 192.168.10.222 END
2016-10-06 17:52:16.480346 nmap START
2016-10-06 17:52:19.077669 nmap END
2016-10-06 17:52:29.090831 reconnaissance 192.168.10.222 START
2016-10-06 17:52:33.149181 reconnaissance 192.168.10.222 END
2016-10-06 20:06:32.247229 master_flooding_time 192.168.10.221 192.168.10.222 START
2016-10-06 20:07:43.431101 master_flooding_time 192.168.10.221 192.168.10.222 END
2016-10-06 22:18:01.524762 MITM_modification_BinaryInputPointInsert 192.168.10.221 192.168.10.222 START
2016-10-06 22:19:20.621789 MITM_modification_BinaryInputPointInsert 192.168.10.221 192.168.10.222 END
2016-10-07 00:09:12.641917 slave_masquerading 192.168.10.221 192.168.10.222 START
2016-10-07 00:09:36.912051 slave_masquerading 192.168.10.221 192.168.10.222 END
2016-10-07 01:23:08.922501 injection_replay 192.168.10.221 192.168.10.222 START
2016-10-07 01:23:13.201065 injection_replay 192.168.10.221 192.168.10.222 END
2016-10-07 03:24:54.274521 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 START
2016-10-07 03:25:25.046145 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 END
2016-10-07 04:33:54.145679 slave_masquerading_ObjectSpoofBinaryFuzz 192.168.10.221 192.168.10.222 START
2016-10-07 04:34:10.399177 slave_masquerading_ObjectSpoofBinaryFuzz 192.168.10.221 192.168.10.222 END
2016-10-07 06:00:37.486815 slave_masquerading 192.168.10.221 192.168.10.222 START
2016-10-07 06:01:40.869396 slave_masquerading 192.168.10.221 192.168.10.222 END
2016-10-07 08:50:38.969077 master_flooding 192.168.10.221 192.168.10.222 START
2016-10-07 08:51:43.122441 master_flooding 192.168.10.221 192.168.10.222 END
2016-10-07 11:35:51.203433 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 START
2016-10-07 11:36:30.451697 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 END
2016-10-07 14:02:18.548678 slave_masquerading_ObjectSpoofCounterFuzz 192.168.10.221 192.168.10.222 START
2016-10-07 14:02:34.118856 slave_masquerading_ObjectSpoofCounterFuzz 192.168.10.221 192.168.10.222 END
2016-10-07 16:44:50.004043 nmap START
2016-10-07 16:44:52.615866 nmap END
2016-10-07 16:45:02.628182 reconnaissance 192.168.10.222 START
2016-10-07 16:45:06.670863 reconnaissance 192.168.10.222 END
2016-10-07 17:02:22.733255 injection_WarmRestart 192.168.10.221 192.168.10.222 START
2016-10-07 17:03:38.120781 injection_WarmRestart 192.168.10.221 192.168.10.222 END
2016-10-07 17:25:05.221083 injection_replay_updaterAck 192.168.10.221 192.168.10.222 START
2016-10-07 17:25:44.116994 injection_replay_updaterAck 192.168.10.221 192.168.10.222 END
2016-10-07 17:43:39.192761 injection_push 192.168.10.221 192.168.10.222 START
2016-10-07 17:44:10.356856 injection_push 192.168.10.221 192.168.10.222 END
2016-10-07 18:08:58.418250 slave_masquerading 192.168.10.221 192.168.10.222 START
2016-10-07 18:09:40.721919 slave_masquerading 192.168.10.221 192.168.10.222 END
2016-10-07 18:39:38.818640 master_hijacking_masquerading 192.168.10.221 192.168.10.222 START
2016-10-07 18:40:48.360735 master_hijacking_masquerading 192.168.10.221 192.168.10.222 END
2016-10-07 19:01:49.456735 slave_masquerading_ObjectSpoofBinaryFuzz 192.168.10.221 192.168.10.222 START
2016-10-07 19:01:59.642424 slave_masquerading_ObjectSpoofBinaryFuzz 192.168.10.221 192.168.10.222 END
2016-10-07 19:24:16.735375 injection_replay_updaterAck 192.168.10.221 192.168.10.222 START
2016-10-07 19:24:22.724717 injection_replay_updaterAck 192.168.10.221 192.168.10.222 END
2016-10-07 19:47:08.821031 slave_masquerading_ObjectSpoofBinary 192.168.10.221 192.168.10.222 START
2016-10-07 19:47:57.107958 slave_masquerading_ObjectSpoofBinary 192.168.10.221 192.168.10.222 END
2016-10-07 20:17:09.202187 master_flooding 192.168.10.221 192.168.10.222 START
2016-10-07 20:18:13.373693 master_flooding 192.168.10.221 192.168.10.222 END
2016-10-07 20:42:39.473934 MITM_forwarding 192.168.10.221 192.168.10.222 START
2016-10-07 20:42:56.579044 MITM_forwarding 192.168.10.221 192.168.10.222 END
2016-10-07 21:03:59.647471 MITM_modification_BinaryInputPointInsert 192.168.10.221 192.168.10.222 START
2016-10-07 21:05:18.075742 MITM_modification_BinaryInputPointInsert 192.168.10.221 192.168.10.222 END
2016-10-07 21:17:41.080652 injection_WarmRestart 192.168.10.221 192.168.10.222 START
2016-10-07 21:19:06.048858 injection_WarmRestart 192.168.10.221 192.168.10.222 END
2016-10-07 21:44:29.137765 slave_masquerading_ObjectSpoofCounter 192.168.10.221 192.168.10.222 START
2016-10-07 21:45:35.028752 slave_masquerading_ObjectSpoofCounter 192.168.10.221 192.168.10.222 END
2016-10-07 21:56:34.128986 MITM_hijack_injection 192.168.10.221 192.168.10.222 START
2016-10-07 21:57:03.573767 MITM_hijack_injection 192.168.10.221 192.168.10.222 END
2016-10-07 22:18:38.674024 master_hijacking_replay 192.168.10.221 192.168.10.222 START
2016-10-07 22:19:51.576746 master_hijacking_replay 192.168.10.221 192.168.10.222 END
2016-10-07 22:48:18.662062 slave_masquerading_flooding 192.168.10.221 192.168.10.222 START
2016-10-07 22:48:30.311798 slave_masquerading_flooding 192.168.10.221 192.168.10.222 END
2016-10-07 23:06:14.397069 master_masquerading 192.168.10.221 192.168.10.222 START
2016-10-07 23:07:21.517945 master_masquerading 192.168.10.221 192.168.10.222 END
2016-10-07 23:37:00.616914 slave_masquerading_flooding 192.168.10.221 192.168.10.222 START
2016-10-07 23:37:33.196855 slave_masquerading_flooding 192.168.10.221 192.168.10.222 END
2016-10-07 23:55:07.288624 master_flooding_freeze 192.168.10.221 192.168.10.222 START
2016-10-07 23:56:11.342323 master_flooding_freeze 192.168.10.221 192.168.10.222 END
2016-10-08 00:17:12.376270 MITM_hijack_injection 192.168.10.221 192.168.10.222 START
2016-10-08 00:17:40.528202 MITM_hijack_injection 192.168.10.221 192.168.10.222 END
2016-10-08 00:38:35.628417 slave_masquerading_flooding 192.168.10.221 192.168.10.222 START
2016-10-08 00:39:04.098684 slave_masquerading_flooding 192.168.10.221 192.168.10.222 END
2016-10-08 00:54:06.198283 MITM_modification_BinaryInputDataDelete 192.168.10.221 192.168.10.222 START
2016-10-08 00:55:22.734239 MITM_modification_BinaryInputDataDelete 192.168.10.221 192.168.10.222 END
2016-10-08 01:18:57.831658 MITM_modification_BinaryInputPointInsert 192.168.10.221 192.168.10.222 START
2016-10-08 01:20:10.526508 MITM_modification_BinaryInputPointInsert 192.168.10.221 192.168.10.222 END
2016-10-08 01:42:21.626402 MITM_modification_CounterStatus 192.168.10.221 192.168.10.222 START
2016-10-08 01:43:35.325334 MITM_modification_CounterStatus 192.168.10.221 192.168.10.222 END
2016-10-08 02:07:00.424685 MITM_modification_BinaryStatus 192.168.10.221 192.168.10.222 START
2016-10-08 02:08:16.721338 MITM_modification_BinaryStatus 192.168.10.221 192.168.10.222 END
2016-10-08 02:32:33.820762 master_hijacking_replay 192.168.10.221 192.168.10.222 START
2016-10-08 02:33:50.720697 master_hijacking_replay 192.168.10.221 192.168.10.222 END
2016-10-08 02:44:47.764817 master_hijacking_replay 192.168.10.221 192.168.10.222 START
2016-10-08 02:45:46.920827 master_hijacking_replay 192.168.10.221 192.168.10.222 END
2016-10-08 03:00:28.925084 MITM_forwarding 192.168.10.221 192.168.10.222 START
2016-10-08 03:01:00.918283 MITM_forwarding 192.168.10.221 192.168.10.222 END
2016-10-08 03:24:51.015775 master_masquerading 192.168.10.221 192.168.10.222 START
2016-10-08 03:26:07.072793 master_masquerading 192.168.10.221 192.168.10.222 END
2016-10-08 03:45:20.090910 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 START
2016-10-08 03:46:00.447563 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 END
2016-10-08 04:10:51.524735 master_flooding_time 192.168.10.221 192.168.10.222 START
2016-10-08 04:12:04.564821 master_flooding_time 192.168.10.221 192.168.10.222 END
2016-10-08 04:27:53.665001 MITM_modification_CounterStatus 192.168.10.221 192.168.10.222 START
2016-10-08 04:29:10.291683 MITM_modification_CounterStatus 192.168.10.221 192.168.10.222 END
2016-10-08 04:44:12.365698 master_hijacking_replay 192.168.10.221 192.168.10.222 START
2016-10-08 04:45:04.584791 master_hijacking_replay 192.168.10.221 192.168.10.222 END
2016-10-08 05:12:59.663412 master_flooding 192.168.10.221 192.168.10.222 START
2016-10-08 05:14:12.858550 master_flooding 192.168.10.221 192.168.10.222 END
2016-10-08 05:32:36.956734 MITM_modification_BinaryInputPointInsert 192.168.10.221 192.168.10.222 START
2016-10-08 05:33:50.417355 MITM_modification_BinaryInputPointInsert 192.168.10.221 192.168.10.222 END
2016-10-08 05:51:45.513458 injection_push 192.168.10.221 192.168.10.222 START
2016-10-08 05:52:10.888668 injection_push 192.168.10.221 192.168.10.222 END
2016-10-08 06:04:00.910870 MITM_forwarding 192.168.10.221 192.168.10.222 START
2016-10-08 06:04:26.410083 MITM_forwarding 192.168.10.221 192.168.10.222 END
2016-10-08 06:25:54.502975 injection_WarmRestart 192.168.10.221 192.168.10.222 START
2016-10-08 06:27:12.449018 injection_WarmRestart 192.168.10.221 192.168.10.222 END
2016-10-08 06:54:38.541944 injection_WarmRestart 192.168.10.221 192.168.10.222 START
2016-10-08 06:55:57.416814 injection_WarmRestart 192.168.10.221 192.168.10.222 END
2016-10-08 07:15:25.508298 master_replay_flooding 192.168.10.221 192.168.10.222 START
2016-10-08 07:17:38.463272 master_replay_flooding 192.168.10.221 192.168.10.222 END
2016-10-08 07:27:55.540357 slave_masquerading_ObjectSpoofBinaryFuzz 192.168.10.221 192.168.10.222 START
2016-10-08 07:28:57.926571 slave_masquerading_ObjectSpoofBinaryFuzz 192.168.10.221 192.168.10.222 END
2016-10-08 07:55:11.021016 master_masquerading 192.168.10.221 192.168.10.222 START
2016-10-08 07:56:18.144968 master_masquerading 192.168.10.221 192.168.10.222 END
2016-10-08 08:10:12.145365 injection_replay_updaterAck 192.168.10.221 192.168.10.222 START
2016-10-08 08:10:20.872778 injection_replay_updaterAck 192.168.10.221 192.168.10.222 END
2016-10-08 08:28:37.962476 master_flooding 192.168.10.221 192.168.10.222 START
2016-10-08 08:29:50.984309 master_flooding 192.168.10.221 192.168.10.222 END
2016-10-08 08:43:09.029128 master_masquerading 192.168.10.221 192.168.10.222 START
2016-10-08 08:44:25.106866 master_masquerading 192.168.10.221 192.168.10.222 END
2016-10-08 09:10:53.139170 master_replay_flooding 192.168.10.221 192.168.10.222 START
2016-10-08 09:13:06.356176 master_replay_flooding 192.168.10.221 192.168.10.222 END
2016-10-08 09:29:26.456355 slave_masquerading_ObjectSpoofBinaryFuzz 192.168.10.221 192.168.10.222 START
2016-10-08 09:30:29.782314 slave_masquerading_ObjectSpoofBinaryFuzz 192.168.10.221 192.168.10.222 END
2016-10-08 09:59:00.881991 master_replay 192.168.10.221 192.168.10.222 START
2016-10-08 10:01:05.137267 master_replay 192.168.10.221 192.168.10.222 END
2016-10-08 10:22:02.148657 master_flooding_freeze 192.168.10.221 192.168.10.222 START
2016-10-08 10:23:15.119723 master_flooding_freeze 192.168.10.221 192.168.10.222 END
2016-10-08 10:50:37.219528 master_flooding 192.168.10.221 192.168.10.222 START
2016-10-08 10:51:41.495000 master_flooding 192.168.10.221 192.168.10.222 END
2016-10-08 11:02:33.585938 injection_FreezeObj 192.168.10.221 192.168.10.222 START
2016-10-08 11:03:09.848771 injection_FreezeObj 192.168.10.221 192.168.10.222 END
2016-10-08 11:31:47.860924 slave_masquerading_ObjectSpoofBinary 192.168.10.221 192.168.10.222 START
2016-10-08 11:32:56.205582 slave_masquerading_ObjectSpoofBinary 192.168.10.221 192.168.10.222 END
2016-10-08 11:44:12.207628 injection_WarmRestart 192.168.10.221 192.168.10.222 START
2016-10-08 11:45:30.060801 injection_WarmRestart 192.168.10.221 192.168.10.222 END
2016-10-08 11:57:02.138782 slave_masquerading_flooding 192.168.10.221 192.168.10.222 START
2016-10-08 11:57:10.176949 slave_masquerading_flooding 192.168.10.221 192.168.10.222 END
2016-10-08 12:15:05.275572 master_replay 192.168.10.221 192.168.10.222 START
2016-10-08 12:17:09.590019 master_replay 192.168.10.221 192.168.10.222 END
2016-10-08 12:31:28.689008 slave_masquerading_ObjectSpoofBinary 192.168.10.221 192.168.10.222 START
2016-10-08 12:32:30.836479 slave_masquerading_ObjectSpoofBinary 192.168.10.221 192.168.10.222 END
2016-10-08 12:54:05.936278 master_masquerading 192.168.10.221 192.168.10.222 START
2016-10-08 12:55:13.058776 master_masquerading 192.168.10.221 192.168.10.222 END
2016-10-08 13:25:01.159156 master_masquerading 192.168.10.221 192.168.10.222 START
2016-10-08 13:26:08.293205 master_masquerading 192.168.10.221 192.168.10.222 END
