2016-09-22 18:13:44.774769 nmap START
2016-09-22 18:13:47.281523 nmap END
2016-09-22 18:13:57.295545 reconnaissance 192.168.10.222 START
2016-09-22 18:14:01.409965 reconnaissance 192.168.10.222 END
2016-09-23 16:56:15.420653 nmap START
2016-09-23 16:56:17.908802 nmap END
2016-09-23 16:56:27.920796 reconnaissance 192.168.10.222 START
2016-09-23 16:56:31.977664 reconnaissance 192.168.10.222 END
2016-09-23 17:09:02.077918 MITM_modification_CounterStatus 192.168.10.221 192.168.10.222 START
2016-09-23 17:09:57.186255 MITM_modification_CounterStatus 192.168.10.221 192.168.10.222 END
2016-09-23 17:30:08.217036 MITM_modification_BinaryInputDataDelete 192.168.10.221 192.168.10.222 START
2016-09-23 17:30:50.963500 MITM_modification_BinaryInputDataDelete 192.168.10.221 192.168.10.222 END
2016-09-23 17:41:11.060680 MITM_modification_BinaryStatus 192.168.10.221 192.168.10.222 START
2016-09-23 17:41:59.097618 MITM_modification_BinaryStatus 192.168.10.221 192.168.10.222 END
2016-09-23 18:01:25.196207 MITM_modification_BinaryInputPointInsert 192.168.10.221 192.168.10.222 START
2016-09-23 18:02:13.920833 MITM_modification_BinaryInputPointInsert 192.168.10.221 192.168.10.222 END
2016-09-23 18:27:49.017727 MITM_forwarding 192.168.10.221 192.168.10.222 START
2016-09-23 18:28:43.491326 MITM_forwarding 192.168.10.221 192.168.10.222 END
2016-09-23 18:48:15.591530 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 START
2016-09-23 18:48:43.334881 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 END
2016-09-23 18:59:00.433570 MITM_modification_BinaryInputPointInsert 192.168.10.221 192.168.10.222 START
2016-09-23 18:59:50.807656 MITM_modification_BinaryInputPointInsert 192.168.10.221 192.168.10.222 END
2016-09-23 19:24:58.867921 MITM_hijack_injection 192.168.10.221 192.168.10.222 START
2016-09-23 19:26:07.869486 MITM_hijack_injection 192.168.10.221 192.168.10.222 END
2016-09-23 19:39:36.969697 MITM_modification_BinaryInputDataDelete 192.168.10.221 192.168.10.222 START
2016-09-23 19:40:30.273258 MITM_modification_BinaryInputDataDelete 192.168.10.221 192.168.10.222 END
2016-09-23 19:54:46.373489 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 START
2016-09-23 19:55:21.506638 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 END
2016-09-23 20:15:35.604435 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 START
2016-09-23 20:16:15.305826 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 END
2016-09-23 20:38:12.404914 MITM_modification_CountBinaryInputPointInsert 192.168.10.221 192.168.10.222 START
2016-09-23 20:38:59.144292 MITM_modification_CountBinaryInputPointInsert 192.168.10.221 192.168.10.222 END
2016-09-23 21:03:50.244645 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 START
2016-09-23 21:04:26.840876 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 END
2016-09-23 21:24:11.910794 MITM_hijack_injection 192.168.10.221 192.168.10.222 START
2016-09-23 21:25:19.495665 MITM_hijack_injection 192.168.10.221 192.168.10.222 END
2016-09-23 21:36:38.582995 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 START
2016-09-23 21:37:09.709415 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 END
2016-09-23 21:52:44.808672 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 START
2016-09-23 21:53:27.506180 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 END
2016-09-23 22:19:22.604360 MITM_modification_CountBinaryInputPointInsert 192.168.10.221 192.168.10.222 START
2016-09-23 22:20:11.117134 MITM_modification_CountBinaryInputPointInsert 192.168.10.221 192.168.10.222 END
2016-09-23 22:30:47.196033 MITM_modification_BinaryInputPointInsert 192.168.10.221 192.168.10.222 START
2016-09-23 22:31:40.748241 MITM_modification_BinaryInputPointInsert 192.168.10.221 192.168.10.222 END
2016-09-23 22:42:02.832610 MITM_modification_BinaryInputPointInsert 192.168.10.221 192.168.10.222 START
2016-09-23 22:42:55.714634 MITM_modification_BinaryInputPointInsert 192.168.10.221 192.168.10.222 END
2016-09-23 23:11:31.754238 MITM_modification_BinaryStatus 192.168.10.221 192.168.10.222 START
2016-09-23 23:12:23.721858 MITM_modification_BinaryStatus 192.168.10.221 192.168.10.222 END
2016-09-23 23:37:41.805117 MITM_modification_CounterStatus 192.168.10.221 192.168.10.222 START
2016-09-23 23:38:24.679285 MITM_modification_CounterStatus 192.168.10.221 192.168.10.222 END
2016-09-24 00:04:13.764071 MITM_modification_BinaryInputDataDelete 192.168.10.221 192.168.10.222 START
2016-09-24 00:05:00.595162 MITM_modification_BinaryInputDataDelete 192.168.10.221 192.168.10.222 END
2016-09-24 00:31:50.693753 MITM_modification_BinaryInputPointInsert 192.168.10.221 192.168.10.222 START
2016-09-24 00:32:35.947641 MITM_modification_BinaryInputPointInsert 192.168.10.221 192.168.10.222 END
2016-09-24 01:01:59.952959 MITM_modification_CountBinaryInputPointInsert 192.168.10.221 192.168.10.222 START
2016-09-24 01:02:50.332675 MITM_modification_CountBinaryInputPointInsert 192.168.10.221 192.168.10.222 END
2016-09-24 01:30:25.404748 MITM_modification_BinaryInputPointDelete 192.168.10.221 192.168.10.222 START
2016-09-24 01:31:14.798363 MITM_modification_BinaryInputPointDelete 192.168.10.221 192.168.10.222 END
2016-09-24 01:58:03.804794 MITM_modification_BinaryInputPointInsert 192.168.10.221 192.168.10.222 START
2016-09-24 01:58:53.984371 MITM_modification_BinaryInputPointInsert 192.168.10.221 192.168.10.222 END
2016-09-24 02:19:49.074475 MITM_modification_BinaryInputPointInsert 192.168.10.221 192.168.10.222 START
2016-09-24 02:20:32.759640 MITM_modification_BinaryInputPointInsert 192.168.10.221 192.168.10.222 END
2016-09-24 02:46:04.859896 MITM_modification_BinaryInputDataDelete 192.168.10.221 192.168.10.222 START
2016-09-24 02:46:55.719541 MITM_modification_BinaryInputDataDelete 192.168.10.221 192.168.10.222 END
2016-09-24 03:15:35.810456 MITM_modification_BinaryInputPointInsert 192.168.10.221 192.168.10.222 START
2016-09-24 03:16:25.515509 MITM_modification_BinaryInputPointInsert 192.168.10.221 192.168.10.222 END
2016-09-24 03:42:34.615735 MITM_hijack_injection 192.168.10.221 192.168.10.222 START
2016-09-24 03:43:49.631274 MITM_hijack_injection 192.168.10.221 192.168.10.222 END
2016-09-24 04:10:58.722504 MITM_modification_BinaryStatus 192.168.10.221 192.168.10.222 START
2016-09-24 04:11:44.480337 MITM_modification_BinaryStatus 192.168.10.221 192.168.10.222 END
2016-09-24 04:24:16.567396 MITM_forwarding 192.168.10.221 192.168.10.222 START
2016-09-24 04:25:06.114623 MITM_forwarding 192.168.10.221 192.168.10.222 END
2016-09-24 04:42:39.114958 MITM_modification_CounterStatus 192.168.10.221 192.168.10.222 START
2016-09-24 04:43:34.337505 MITM_modification_CounterStatus 192.168.10.221 192.168.10.222 END
2016-09-24 04:55:55.437751 MITM_hijack_injection 192.168.10.221 192.168.10.222 START
2016-09-24 04:57:04.591078 MITM_hijack_injection 192.168.10.221 192.168.10.222 END
2016-09-24 05:23:20.632116 MITM_modification_BinaryStatus 192.168.10.221 192.168.10.222 START
2016-09-24 05:24:09.201417 MITM_modification_BinaryStatus 192.168.10.221 192.168.10.222 END
2016-09-24 05:47:29.206138 MITM_modification_BinaryInputPointInsert 192.168.10.221 192.168.10.222 START
2016-09-24 05:48:21.449699 MITM_modification_BinaryInputPointInsert 192.168.10.221 192.168.10.222 END
2016-09-24 06:17:33.521444 MITM_modification_BinaryInputPointDelete 192.168.10.221 192.168.10.222 START
2016-09-24 06:18:27.485955 MITM_modification_BinaryInputPointDelete 192.168.10.221 192.168.10.222 END
2016-09-24 06:31:46.585746 MITM_modification_BinaryInputPointDelete 192.168.10.221 192.168.10.222 START
2016-09-24 06:32:33.664472 MITM_modification_BinaryInputPointDelete 192.168.10.221 192.168.10.222 END
2016-09-24 06:49:52.742586 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 START
2016-09-24 06:50:35.922016 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 END
2016-09-24 07:13:37.013498 MITM_modification_BinaryInputPointDelete 192.168.10.221 192.168.10.222 START
2016-09-24 07:14:23.849052 MITM_modification_BinaryInputPointDelete 192.168.10.221 192.168.10.222 END
2016-09-24 07:38:37.938812 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 START
2016-09-24 07:39:17.330334 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 END
2016-09-24 08:03:46.424997 MITM_modification_BinaryInputPointInsert 192.168.10.221 192.168.10.222 START
2016-09-24 08:04:36.264360 MITM_modification_BinaryInputPointInsert 192.168.10.221 192.168.10.222 END
2016-09-24 08:32:29.337982 MITM_hijack_injection 192.168.10.221 192.168.10.222 START
2016-09-24 08:33:43.542263 MITM_hijack_injection 192.168.10.221 192.168.10.222 END
2016-09-24 09:03:01.544933 MITM_modification_BinaryInputDataDelete 192.168.10.221 192.168.10.222 START
2016-09-24 09:03:48.560628 MITM_modification_BinaryInputDataDelete 192.168.10.221 192.168.10.222 END
2016-09-24 09:31:53.573522 MITM_forwarding 192.168.10.221 192.168.10.222 START
2016-09-24 09:32:46.499764 MITM_forwarding 192.168.10.221 192.168.10.222 END
2016-09-24 09:43:31.596136 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 START
2016-09-24 09:44:09.748542 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 END
2016-09-24 10:02:05.804521 MITM_modification_BinaryInputDataDelete 192.168.10.221 192.168.10.222 START
2016-09-24 10:02:54.452525 MITM_modification_BinaryInputDataDelete 192.168.10.221 192.168.10.222 END
2016-09-24 10:15:46.545480 MITM_modification_BinaryInputPointInsert 192.168.10.221 192.168.10.222 START
2016-09-24 10:16:31.964378 MITM_modification_BinaryInputPointInsert 192.168.10.221 192.168.10.222 END
2016-09-24 10:37:32.064188 MITM_hijack_injection 192.168.10.221 192.168.10.222 START
2016-09-24 10:38:44.382377 MITM_hijack_injection 192.168.10.221 192.168.10.222 END
2016-09-24 10:57:12.481809 MITM_hijack_injection 192.168.10.221 192.168.10.222 START
2016-09-24 10:58:26.736430 MITM_hijack_injection 192.168.10.221 192.168.10.222 END
2016-09-24 11:16:51.738781 MITM_modification_BinaryStatus 192.168.10.221 192.168.10.222 START
2016-09-24 11:17:38.600349 MITM_modification_BinaryStatus 192.168.10.221 192.168.10.222 END
2016-09-24 11:34:35.700419 MITM_forwarding 192.168.10.221 192.168.10.222 START
2016-09-24 11:35:21.890217 MITM_forwarding 192.168.10.221 192.168.10.222 END
2016-09-24 12:01:53.990519 MITM_modification_CounterStatus 192.168.10.221 192.168.10.222 START
2016-09-24 12:02:41.823493 MITM_modification_CounterStatus 192.168.10.221 192.168.10.222 END
2016-09-24 12:21:05.923665 MITM_hijack_injection 192.168.10.221 192.168.10.222 START
2016-09-24 12:22:15.902274 MITM_hijack_injection 192.168.10.221 192.168.10.222 END
2016-09-24 12:37:42.999601 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 START
2016-09-24 12:38:19.022219 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 END
2016-09-24 12:48:19.118982 MITM_modification_BinaryInputPointDelete 192.168.10.221 192.168.10.222 START
2016-09-24 12:49:07.732970 MITM_modification_BinaryInputPointDelete 192.168.10.221 192.168.10.222 END
2016-09-24 13:18:43.832064 MITM_modification_CountBinaryInputPointInsert 192.168.10.221 192.168.10.222 START
2016-09-24 13:19:37.363342 MITM_modification_CountBinaryInputPointInsert 192.168.10.221 192.168.10.222 END
2016-09-24 13:44:45.463115 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 START
2016-09-24 13:45:19.163682 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 END
2016-09-24 14:09:55.244133 MITM_modification_BinaryInputPointDelete 192.168.10.221 192.168.10.222 START
2016-09-24 14:10:40.668122 MITM_modification_BinaryInputPointDelete 192.168.10.221 192.168.10.222 END
2016-09-24 14:35:30.767591 MITM_modification_BinaryInputPointDelete 192.168.10.221 192.168.10.222 START
2016-09-24 14:36:23.142435 MITM_modification_BinaryInputPointDelete 192.168.10.221 192.168.10.222 END
2016-09-24 15:04:22.242603 MITM_modification_BinaryStatus 192.168.10.221 192.168.10.222 START
2016-09-24 15:05:11.655394 MITM_modification_BinaryStatus 192.168.10.221 192.168.10.222 END
2016-09-24 15:30:26.754282 MITM_modification_BinaryInputPointDelete 192.168.10.221 192.168.10.222 START
2016-09-24 15:31:14.716178 MITM_modification_BinaryInputPointDelete 192.168.10.221 192.168.10.222 END
2016-09-24 15:53:57.739577 MITM_modification_BinaryInputPointInsert 192.168.10.221 192.168.10.222 START
2016-09-24 15:54:44.892576 MITM_modification_BinaryInputPointInsert 192.168.10.221 192.168.10.222 END
2016-09-24 16:17:41.991926 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 START
2016-09-24 16:18:19.191765 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 END
2016-09-24 19:13:19.749885 nmap START
2016-09-24 19:13:22.157764 nmap END
2016-09-24 19:13:32.170101 reconnaissance 192.168.10.222 START
2016-09-24 19:13:36.193618 reconnaissance 192.168.10.222 END
2016-09-24 21:47:35.278483 MITM_modification_CounterStatus 192.168.10.221 192.168.10.222 START
2016-09-24 21:48:28.967839 MITM_modification_CounterStatus 192.168.10.221 192.168.10.222 END
2016-09-24 23:45:10.063014 MITM_modification_BinaryStatus 192.168.10.221 192.168.10.222 START
2016-09-24 23:45:58.814191 MITM_modification_BinaryStatus 192.168.10.221 192.168.10.222 END
2016-09-25 01:13:32.914370 MITM_modification_CountBinaryInputPointInsert 192.168.10.221 192.168.10.222 START
2016-09-25 01:14:18.088634 MITM_modification_CountBinaryInputPointInsert 192.168.10.221 192.168.10.222 END
2016-09-25 03:49:40.144567 MITM_modification_BinaryInputPointDelete 192.168.10.221 192.168.10.222 START
2016-09-25 03:50:33.241821 MITM_modification_BinaryInputPointDelete 192.168.10.221 192.168.10.222 END
2016-09-25 06:30:46.322065 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 START
2016-09-25 06:31:24.147682 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 END
2016-09-25 08:01:19.230695 MITM_hijack_injection 192.168.10.221 192.168.10.222 START
2016-09-25 08:02:32.497485 MITM_hijack_injection 192.168.10.221 192.168.10.222 END
2016-09-25 10:56:40.550910 MITM_modification_CounterStatus 192.168.10.221 192.168.10.222 START
2016-09-25 10:57:30.632866 MITM_modification_CounterStatus 192.168.10.221 192.168.10.222 END
2016-09-25 13:52:04.722834 MITM_modification_BinaryInputPointInsert 192.168.10.221 192.168.10.222 START
2016-09-25 13:52:55.947237 MITM_modification_BinaryInputPointInsert 192.168.10.221 192.168.10.222 END
2016-09-25 16:57:01.393195 nmap START
2016-09-25 16:57:03.807314 nmap END
2016-09-25 16:57:13.820757 reconnaissance 192.168.10.222 START
2016-09-25 16:57:17.860768 reconnaissance 192.168.10.222 END
2016-09-25 17:22:37.951655 MITM_modification_BinaryInputPointDelete 192.168.10.221 192.168.10.222 START
2016-09-25 17:23:25.084682 MITM_modification_BinaryInputPointDelete 192.168.10.221 192.168.10.222 END
2016-09-25 17:37:36.110059 MITM_forwarding 192.168.10.221 192.168.10.222 START
2016-09-25 17:38:30.240465 MITM_forwarding 192.168.10.221 192.168.10.222 END
2016-09-25 17:49:09.339687 MITM_modification_CounterStatus 192.168.10.221 192.168.10.222 START
2016-09-25 17:49:59.596641 MITM_modification_CounterStatus 192.168.10.221 192.168.10.222 END
2016-09-25 18:00:25.600100 MITM_modification_BinaryInputDataDelete 192.168.10.221 192.168.10.222 START
2016-09-25 18:01:11.462436 MITM_modification_BinaryInputDataDelete 192.168.10.221 192.168.10.222 END
2016-09-25 18:12:41.562674 MITM_modification_CounterStatus 192.168.10.221 192.168.10.222 START
2016-09-25 18:13:33.134686 MITM_modification_CounterStatus 192.168.10.221 192.168.10.222 END
2016-09-25 18:36:55.208077 MITM_modification_BinaryInputPointDelete 192.168.10.221 192.168.10.222 START
2016-09-25 18:37:43.221366 MITM_modification_BinaryInputPointDelete 192.168.10.221 192.168.10.222 END
2016-09-25 18:56:57.311782 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 START
2016-09-25 18:57:32.543183 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 END
2016-09-25 19:22:25.643362 MITM_modification_BinaryInputPointDelete 192.168.10.221 192.168.10.222 START
2016-09-25 19:23:15.440412 MITM_modification_BinaryInputPointDelete 192.168.10.221 192.168.10.222 END
2016-09-25 19:46:10.538759 MITM_hijack_injection 192.168.10.221 192.168.10.222 START
2016-09-25 19:47:24.067877 MITM_hijack_injection 192.168.10.221 192.168.10.222 END
2016-09-25 20:15:22.139825 MITM_modification_BinaryInputDataDelete 192.168.10.221 192.168.10.222 START
2016-09-25 20:16:03.953363 MITM_modification_BinaryInputDataDelete 192.168.10.221 192.168.10.222 END
2016-09-25 20:35:55.050641 MITM_modification_CounterStatus 192.168.10.221 192.168.10.222 START
2016-09-25 20:36:47.243239 MITM_modification_CounterStatus 192.168.10.221 192.168.10.222 END
2016-09-25 20:54:18.342496 MITM_modification_BinaryStatus 192.168.10.221 192.168.10.222 START
2016-09-25 20:55:10.061990 MITM_modification_BinaryStatus 192.168.10.221 192.168.10.222 END
2016-09-25 21:12:59.099023 MITM_modification_BinaryInputPointInsert 192.168.10.221 192.168.10.222 START
2016-09-25 21:13:48.325194 MITM_modification_BinaryInputPointInsert 192.168.10.221 192.168.10.222 END
2016-09-25 21:28:02.335318 MITM_modification_CountBinaryInputPointInsert 192.168.10.221 192.168.10.222 START
2016-09-25 21:28:51.894687 MITM_modification_CountBinaryInputPointInsert 192.168.10.221 192.168.10.222 END
2016-09-25 21:51:13.929178 MITM_forwarding 192.168.10.221 192.168.10.222 START
2016-09-25 21:52:04.451648 MITM_forwarding 192.168.10.221 192.168.10.222 END
2016-09-25 22:15:30.550504 MITM_modification_BinaryStatus 192.168.10.221 192.168.10.222 START
2016-09-25 22:16:19.523341 MITM_modification_BinaryStatus 192.168.10.221 192.168.10.222 END
2016-09-25 22:38:28.620797 MITM_modification_CountBinaryInputPointInsert 192.168.10.221 192.168.10.222 START
2016-09-25 22:39:17.555297 MITM_modification_CountBinaryInputPointInsert 192.168.10.221 192.168.10.222 END
2016-09-25 23:06:08.556853 MITM_modification_CounterStatus 192.168.10.221 192.168.10.222 START
2016-09-25 23:06:58.674659 MITM_modification_CounterStatus 192.168.10.221 192.168.10.222 END
2016-09-25 23:33:03.688592 MITM_modification_BinaryStatus 192.168.10.221 192.168.10.222 START
2016-09-25 23:33:59.742219 MITM_modification_BinaryStatus 192.168.10.221 192.168.10.222 END
2016-09-25 23:44:24.795609 MITM_modification_BinaryInputDataDelete 192.168.10.221 192.168.10.222 START
2016-09-25 23:45:17.258378 MITM_modification_BinaryInputDataDelete 192.168.10.221 192.168.10.222 END
2016-09-26 00:07:24.304473 MITM_hijack_injection 192.168.10.221 192.168.10.222 START
2016-09-26 00:08:38.856404 MITM_hijack_injection 192.168.10.221 192.168.10.222 END
2016-09-26 00:21:01.947753 MITM_modification_BinaryStatus 192.168.10.221 192.168.10.222 START
2016-09-26 00:21:49.235695 MITM_modification_BinaryStatus 192.168.10.221 192.168.10.222 END
2016-09-26 00:32:58.323010 MITM_modification_BinaryStatus 192.168.10.221 192.168.10.222 START
2016-09-26 00:33:53.793630 MITM_modification_BinaryStatus 192.168.10.221 192.168.10.222 END
2016-09-26 00:59:07.886908 MITM_modification_BinaryInputPointDelete 192.168.10.221 192.168.10.222 START
2016-09-26 00:59:57.449857 MITM_modification_BinaryInputPointDelete 192.168.10.221 192.168.10.222 END
2016-09-26 01:16:26.550033 MITM_forwarding 192.168.10.221 192.168.10.222 START
2016-09-26 01:17:20.218366 MITM_forwarding 192.168.10.221 192.168.10.222 END
2016-09-26 01:39:53.300629 MITM_modification_BinaryInputDataDelete 192.168.10.221 192.168.10.222 START
2016-09-26 01:40:42.202258 MITM_modification_BinaryInputDataDelete 192.168.10.221 192.168.10.222 END
2016-09-26 01:52:33.266946 MITM_modification_BinaryInputDataDelete 192.168.10.221 192.168.10.222 START
2016-09-26 01:53:22.674065 MITM_modification_BinaryInputDataDelete 192.168.10.221 192.168.10.222 END
2016-09-26 02:03:54.745947 MITM_modification_BinaryStatus 192.168.10.221 192.168.10.222 START
2016-09-26 02:04:41.027922 MITM_modification_BinaryStatus 192.168.10.221 192.168.10.222 END
2016-09-26 02:17:03.128047 MITM_modification_BinaryStatus 192.168.10.221 192.168.10.222 START
2016-09-26 02:17:54.908257 MITM_modification_BinaryStatus 192.168.10.221 192.168.10.222 END
2016-09-26 02:39:30.946589 MITM_modification_CounterStatus 192.168.10.221 192.168.10.222 START
2016-09-26 02:40:16.262746 MITM_modification_CounterStatus 192.168.10.221 192.168.10.222 END
2016-09-26 02:51:37.296695 MITM_modification_BinaryStatus 192.168.10.221 192.168.10.222 START
2016-09-26 02:52:28.260277 MITM_modification_BinaryStatus 192.168.10.221 192.168.10.222 END
2016-09-26 03:17:16.354645 MITM_modification_BinaryInputDataDelete 192.168.10.221 192.168.10.222 START
2016-09-26 03:18:08.931676 MITM_modification_BinaryInputDataDelete 192.168.10.221 192.168.10.222 END
2016-09-26 03:38:40.031623 MITM_modification_BinaryInputDataDelete 192.168.10.221 192.168.10.222 START
2016-09-26 03:39:24.308833 MITM_modification_BinaryInputDataDelete 192.168.10.221 192.168.10.222 END
2016-09-26 04:03:58.404477 MITM_modification_CountBinaryInputPointInsert 192.168.10.221 192.168.10.222 START
2016-09-26 04:04:32.183441 MITM_modification_CountBinaryInputPointInsert 192.168.10.221 192.168.10.222 END
2016-09-26 04:16:34.209522 MITM_modification_BinaryInputDataDelete 192.168.10.221 192.168.10.222 START
2016-09-26 04:17:16.979848 MITM_modification_BinaryInputDataDelete 192.168.10.221 192.168.10.222 END
2016-09-26 04:29:44.059106 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 START
2016-09-26 04:30:18.157244 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 END
2016-09-26 04:56:37.160326 MITM_modification_BinaryInputPointDelete 192.168.10.221 192.168.10.222 START
2016-09-26 04:57:25.223375 MITM_modification_BinaryInputPointDelete 192.168.10.221 192.168.10.222 END
2016-09-26 05:19:06.323550 MITM_modification_CounterStatus 192.168.10.221 192.168.10.222 START
2016-09-26 05:20:06.828963 MITM_modification_CounterStatus 192.168.10.221 192.168.10.222 END
2016-09-26 05:30:42.925459 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 START
2016-09-26 05:31:17.338305 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 END
2016-09-26 05:55:44.403147 MITM_modification_CounterStatus 192.168.10.221 192.168.10.222 START
2016-09-26 05:56:34.569405 MITM_modification_CounterStatus 192.168.10.221 192.168.10.222 END
2016-09-26 06:20:02.669691 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 START
2016-09-26 06:20:38.977612 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 END
2016-09-26 06:39:53.077812 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 START
2016-09-26 06:40:26.068303 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 END
2016-09-26 06:56:45.168501 MITM_modification_BinaryStatus 192.168.10.221 192.168.10.222 START
2016-09-26 06:57:33.810188 MITM_modification_BinaryStatus 192.168.10.221 192.168.10.222 END
2016-09-26 07:10:15.872646 MITM_modification_BinaryStatus 192.168.10.221 192.168.10.222 START
2016-09-26 07:11:07.482257 MITM_modification_BinaryStatus 192.168.10.221 192.168.10.222 END
2016-09-26 07:37:56.574190 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 START
2016-09-26 07:38:45.066454 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 END
2016-09-26 07:58:59.074805 MITM_forwarding 192.168.10.221 192.168.10.222 START
2016-09-26 07:59:48.692288 MITM_forwarding 192.168.10.221 192.168.10.222 END
2016-09-26 08:16:14.720661 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 START
2016-09-26 08:16:52.439652 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 END
2016-09-26 08:38:59.512678 MITM_modification_BinaryInputPointInsert 192.168.10.221 192.168.10.222 START
2016-09-26 08:39:48.565314 MITM_modification_BinaryInputPointInsert 192.168.10.221 192.168.10.222 END
2016-09-26 08:55:17.642676 MITM_modification_CountBinaryInputPointInsert 192.168.10.221 192.168.10.222 START
2016-09-26 08:56:10.406398 MITM_modification_CountBinaryInputPointInsert 192.168.10.221 192.168.10.222 END
