2016-07-27 18:21:16.334269 nmap START
2016-07-27 18:21:18.729032 nmap END
2016-07-27 18:21:28.762310 reconnaissance 192.168.10.222 START
2016-07-27 18:21:32.818729 reconnaissance 192.168.10.222 END
2016-07-29 03:59:51.170782 master_hijacking_replay 192.168.10.222 192.168.10.221 END
2016-07-29 04:22:16.552400 injection_replay 192.168.10.222 192.168.10.221 START
2016-07-29 04:22:20.863862 injection_replay 192.168.10.222 192.168.10.221 END
2016-07-29 04:40:37.997223 master_replay_flooding 192.168.10.222 192.168.10.221 START
2016-07-29 04:41:13.175040 master_replay_flooding 192.168.10.222 192.168.10.221 END
2016-07-29 04:54:00.991233 injection_replay_updaterAck 192.168.10.222 192.168.10.221 START
2016-07-29 04:54:11.927986 injection_replay_updaterAck 192.168.10.222 192.168.10.221 END
2016-07-29 05:23:21.794812 injection_replay_updaterAck 192.168.10.222 192.168.10.221 START
2016-07-29 05:23:30.707610 injection_replay_updaterAck 192.168.10.222 192.168.10.221 END
2016-07-29 05:53:27.197513 injection_replay_updaterAck 192.168.10.222 192.168.10.221 START
2016-07-29 05:53:34.031623 injection_replay_updaterAck 192.168.10.222 192.168.10.221 END
2016-07-29 06:16:18.461723 injection_replay_updaterAck 192.168.10.222 192.168.10.221 START
2016-07-29 06:16:45.967664 injection_replay_updaterAck 192.168.10.222 192.168.10.221 END
2016-07-29 06:34:32.038538 master_replay 192.168.10.222 192.168.10.221 START
2016-07-29 06:35:21.975945 master_replay 192.168.10.222 192.168.10.221 END
2016-07-29 06:57:58.401757 master_hijacking_replay 192.168.10.222 192.168.10.221 START
2016-07-29 06:59:19.343579 master_hijacking_replay 192.168.10.222 192.168.10.221 END
2016-07-29 07:23:32.862178 injection_replay 192.168.10.222 192.168.10.221 START
2016-07-29 07:23:37.359838 injection_replay 192.168.10.222 192.168.10.221 END
2016-07-29 07:46:26.849798 injection_replay_updaterAck 192.168.10.222 192.168.10.221 START
2016-07-29 07:46:34.000655 injection_replay_updaterAck 192.168.10.222 192.168.10.221 END
2016-07-29 08:10:39.472252 injection_replay 192.168.10.222 192.168.10.221 START
2016-07-29 08:10:43.675824 injection_replay 192.168.10.222 192.168.10.221 END
2016-07-29 08:28:10.785788 master_replay 192.168.10.222 192.168.10.221 START
2016-07-29 08:29:00.690435 master_replay 192.168.10.222 192.168.10.221 END
2016-07-29 08:50:41.068248 master_replay_flooding 192.168.10.222 192.168.10.221 START
2016-07-29 08:51:00.200780 master_replay_flooding 192.168.10.222 192.168.10.221 END
2016-07-29 09:10:36.421389 injection_replay_updaterAck 192.168.10.222 192.168.10.221 START
2016-07-29 09:10:45.575642 injection_replay_updaterAck 192.168.10.222 192.168.10.221 END
2016-07-29 09:30:21.858018 master_replay_flooding 192.168.10.222 192.168.10.221 START
2016-07-29 09:30:43.605049 master_replay_flooding 192.168.10.222 192.168.10.221 END
2016-07-29 09:41:56.313596 injection_replay_updaterAck 192.168.10.222 192.168.10.221 START
2016-07-29 09:42:09.971599 injection_replay_updaterAck 192.168.10.222 192.168.10.221 END
2016-07-29 09:55:45.863974 master_replay 192.168.10.222 192.168.10.221 START
2016-07-29 09:56:35.771063 master_replay 192.168.10.222 192.168.10.221 END
2016-07-29 10:22:57.391631 master_hijacking_replay 192.168.10.222 192.168.10.221 START
2016-07-29 10:24:19.255629 master_hijacking_replay 192.168.10.222 192.168.10.221 END
2016-07-29 10:48:18.732401 injection_replay_updaterAck 192.168.10.222 192.168.10.221 START
2016-07-29 10:48:28.227853 injection_replay_updaterAck 192.168.10.222 192.168.10.221 END
2016-07-29 11:17:55.040020 master_replay 192.168.10.222 192.168.10.221 START
2016-07-29 11:18:44.961151 master_replay 192.168.10.222 192.168.10.221 END
2016-07-29 11:47:26.761380 injection_replay_updaterAck 192.168.10.222 192.168.10.221 START
2016-07-29 11:47:35.799983 injection_replay_updaterAck 192.168.10.222 192.168.10.221 END
2016-07-29 11:59:04.543334 master_hijacking_replay 192.168.10.222 192.168.10.221 START
2016-07-29 12:00:13.723609 master_hijacking_replay 192.168.10.222 192.168.10.221 END
2016-07-29 12:17:33.821369 master_replay 192.168.10.222 192.168.10.221 START
2016-07-29 12:18:23.731752 master_replay 192.168.10.222 192.168.10.221 END
2016-07-29 12:37:19.937507 master_hijacking_replay 192.168.10.222 192.168.10.221 START
2016-07-29 12:38:37.691483 master_hijacking_replay 192.168.10.222 192.168.10.221 END
2016-07-29 12:54:08.685823 injection_replay 192.168.10.222 192.168.10.221 START
2016-07-29 12:54:13.007798 injection_replay 192.168.10.222 192.168.10.221 END
2016-07-29 13:17:51.479391 master_replay 192.168.10.222 192.168.10.221 START
2016-07-29 13:18:41.407637 master_replay 192.168.10.222 192.168.10.221 END
2016-07-29 13:43:37.247612 master_replay_flooding 192.168.10.222 192.168.10.221 START
2016-07-29 13:44:21.039446 master_replay_flooding 192.168.10.222 192.168.10.221 END
2016-07-29 13:58:23.931449 master_replay 192.168.10.222 192.168.10.221 START
2016-07-29 13:59:13.839058 master_replay 192.168.10.222 192.168.10.221 END
2016-07-29 14:14:29.835705 injection_replay 192.168.10.222 192.168.10.221 START
2016-07-29 14:14:34.135754 injection_replay 192.168.10.222 192.168.10.221 END
2016-07-29 14:33:04.335960 master_hijacking_replay 192.168.10.222 192.168.10.221 START
2016-07-29 14:34:21.719637 master_hijacking_replay 192.168.10.222 192.168.10.221 END
2016-07-29 14:46:00.451306 injection_replay_updaterAck 192.168.10.222 192.168.10.221 START
2016-07-29 14:46:25.575723 injection_replay_updaterAck 192.168.10.222 192.168.10.221 END
2016-07-29 15:07:42.910516 injection_replay_updaterAck 192.168.10.222 192.168.10.221 START
2016-07-29 15:07:54.659639 injection_replay_updaterAck 192.168.10.222 192.168.10.221 END
2016-07-29 16:51:22.975420 nmap START
2016-07-29 16:51:25.433098 nmap END
2016-07-29 16:51:35.498906 reconnaissance 192.168.10.222 START
2016-07-29 16:51:39.644755 reconnaissance 192.168.10.222 END
2016-07-29 19:45:31.577474 injection_replay_updaterAck 192.168.10.222 192.168.10.221 START
2016-07-29 19:45:51.943633 injection_replay_updaterAck 192.168.10.222 192.168.10.221 END
2016-07-29 21:19:38.052065 master_replay 192.168.10.222 192.168.10.221 START
2016-07-29 21:20:27.974290 master_replay 192.168.10.222 192.168.10.221 END
2016-07-29 23:38:43.772113 injection_replay 192.168.10.222 192.168.10.221 START
2016-07-29 23:38:48.063848 injection_replay 192.168.10.222 192.168.10.221 END
2016-07-30 02:03:43.170983 injection_replay_updaterAck 192.168.10.222 192.168.10.221 START
2016-07-30 02:03:49.928203 injection_replay_updaterAck 192.168.10.222 192.168.10.221 END
2016-07-30 03:05:35.855582 injection_replay 192.168.10.222 192.168.10.221 START
2016-07-30 03:05:40.127801 injection_replay 192.168.10.222 192.168.10.221 END
2016-07-30 04:50:16.686166 master_replay 192.168.10.222 192.168.10.221 START
2016-07-30 04:51:06.588805 master_replay 192.168.10.222 192.168.10.221 END
2016-07-30 06:54:18.360049 injection_replay_updaterAck 192.168.10.222 192.168.10.221 START
2016-07-30 06:54:27.743960 injection_replay_updaterAck 192.168.10.222 192.168.10.221 END
2016-07-30 08:52:57.229426 injection_replay_updaterAck 192.168.10.222 192.168.10.221 START
2016-07-30 08:53:01.183677 injection_replay_updaterAck 192.168.10.222 192.168.10.221 END
2016-07-30 11:21:33.602207 master_hijacking_replay 192.168.10.222 192.168.10.221 START
2016-07-30 11:22:48.575602 master_hijacking_replay 192.168.10.222 192.168.10.221 END
2016-07-30 13:59:16.562416 injection_replay 192.168.10.222 192.168.10.221 START
2016-07-30 13:59:20.839741 injection_replay 192.168.10.222 192.168.10.221 END
2016-07-30 15:37:15.442409 nmap START
2016-07-30 15:37:17.902139 nmap END
2016-07-30 15:37:27.954630 reconnaissance 192.168.10.222 START
2016-07-30 15:37:32.022094 reconnaissance 192.168.10.222 END
2016-07-30 15:47:34.642029 injection_replay 192.168.10.222 192.168.10.221 START
2016-07-30 15:47:38.926309 injection_replay 192.168.10.222 192.168.10.221 END
2016-07-30 16:13:47.570108 injection_replay_updaterAck 192.168.10.222 192.168.10.221 START
2016-07-30 16:13:53.599752 injection_replay_updaterAck 192.168.10.222 192.168.10.221 END
2016-07-30 16:26:34.377110 injection_replay 192.168.10.222 192.168.10.221 START
2016-07-30 16:26:38.629529 injection_replay 192.168.10.222 192.168.10.221 END
2016-07-30 16:51:13.150340 injection_replay_updaterAck 192.168.10.222 192.168.10.221 START
2016-07-30 16:51:24.703653 injection_replay_updaterAck 192.168.10.222 192.168.10.221 END
2016-07-30 17:17:38.336797 injection_replay_updaterAck 192.168.10.222 192.168.10.221 START
2016-07-30 17:17:44.759931 injection_replay_updaterAck 192.168.10.222 192.168.10.221 END
2016-07-30 17:29:52.549729 master_hijacking_replay 192.168.10.222 192.168.10.221 START
2016-07-30 17:31:12.359643 master_hijacking_replay 192.168.10.222 192.168.10.221 END
2016-07-30 17:49:05.467621 master_replay_flooding 192.168.10.222 192.168.10.221 START
2016-07-30 17:49:31.667687 master_replay_flooding 192.168.10.222 192.168.10.221 END
2016-07-30 18:00:53.394292 master_hijacking_replay 192.168.10.222 192.168.10.221 START
2016-07-30 18:02:14.539595 master_hijacking_replay 192.168.10.222 192.168.10.221 END
2016-07-30 18:29:34.273986 injection_replay_updaterAck 192.168.10.222 192.168.10.221 START
2016-07-30 18:29:38.899728 injection_replay_updaterAck 192.168.10.222 192.168.10.221 END
2016-07-30 18:53:00.378753 injection_replay 192.168.10.222 192.168.10.221 START
2016-07-30 18:53:04.691806 injection_replay 192.168.10.222 192.168.10.221 END
2016-07-30 19:16:14.180146 injection_replay 192.168.10.222 192.168.10.221 START
2016-07-30 19:16:18.507796 injection_replay 192.168.10.222 192.168.10.221 END
2016-07-30 19:43:50.294259 injection_replay 192.168.10.222 192.168.10.221 START
2016-07-30 19:43:54.915914 injection_replay 192.168.10.222 192.168.10.221 END
2016-07-30 19:58:33.893653 master_replay 192.168.10.222 192.168.10.221 START
2016-07-30 19:59:24.029513 master_replay 192.168.10.222 192.168.10.221 END
2016-07-30 20:21:03.413737 master_replay_flooding 192.168.10.222 192.168.10.221 START
2016-07-30 20:21:38.572064 master_replay_flooding 192.168.10.222 192.168.10.221 END
2016-07-30 20:43:18.129682 injection_replay_updaterAck 192.168.10.222 192.168.10.221 START
2016-07-30 20:43:23.411603 injection_replay_updaterAck 192.168.10.222 192.168.10.221 END
2016-07-30 20:58:58.573668 master_replay_flooding 192.168.10.222 192.168.10.221 START
2016-07-30 20:59:17.730047 master_replay_flooding 192.168.10.222 192.168.10.221 END
2016-07-30 21:23:47.427460 master_replay_flooding 192.168.10.222 192.168.10.221 START
2016-07-30 21:24:06.587655 master_replay_flooding 192.168.10.222 192.168.10.221 END
2016-07-30 21:53:29.772076 master_replay_flooding 192.168.10.222 192.168.10.221 START
2016-07-30 21:53:48.945006 master_replay_flooding 192.168.10.222 192.168.10.221 END
2016-07-30 22:05:08.761644 injection_replay_updaterAck 192.168.10.222 192.168.10.221 START
2016-07-30 22:05:15.587801 injection_replay_updaterAck 192.168.10.222 192.168.10.221 END
2016-07-30 22:29:44.483549 injection_replay 192.168.10.222 192.168.10.221 START
2016-07-30 22:29:48.780181 injection_replay 192.168.10.222 192.168.10.221 END
2016-07-30 22:49:07.284515 injection_replay_updaterAck 192.168.10.222 192.168.10.221 START
2016-07-30 22:49:16.163795 injection_replay_updaterAck 192.168.10.222 192.168.10.221 END
2016-07-30 22:59:30.887535 master_hijacking_replay 192.168.10.222 192.168.10.221 START
2016-07-30 23:00:49.066067 master_hijacking_replay 192.168.10.222 192.168.10.221 END
2016-07-30 23:12:13.834115 master_replay 192.168.10.222 192.168.10.221 START
2016-07-30 23:13:03.755658 master_replay 192.168.10.222 192.168.10.221 END
2016-07-30 23:31:21.051397 master_replay 192.168.10.222 192.168.10.221 START
2016-07-30 23:32:11.343718 master_replay 192.168.10.222 192.168.10.221 END
2016-07-30 23:56:40.111542 injection_replay_updaterAck 192.168.10.222 192.168.10.221 START
2016-07-30 23:56:46.167924 injection_replay_updaterAck 192.168.10.222 192.168.10.221 END
2016-07-31 00:25:53.237302 master_replay_flooding 192.168.10.222 192.168.10.221 START
2016-07-31 00:26:12.372935 master_replay_flooding 192.168.10.222 192.168.10.221 END
2016-07-31 00:55:21.425726 master_replay 192.168.10.222 192.168.10.221 START
2016-07-31 00:56:11.357596 master_replay 192.168.10.222 192.168.10.221 END
2016-07-31 01:09:36.259425 injection_replay_updaterAck 192.168.10.222 192.168.10.221 START
2016-07-31 01:09:43.843633 injection_replay_updaterAck 192.168.10.222 192.168.10.221 END
2016-07-31 01:22:24.704120 master_replay_flooding 192.168.10.222 192.168.10.221 START
2016-07-31 01:22:59.887123 master_replay_flooding 192.168.10.222 192.168.10.221 END
2016-07-31 01:44:05.352604 injection_replay_updaterAck 192.168.10.222 192.168.10.221 START
2016-07-31 01:44:16.699987 injection_replay_updaterAck 192.168.10.222 192.168.10.221 END
2016-07-31 01:59:32.741061 injection_replay 192.168.10.222 192.168.10.221 START
2016-07-31 01:59:36.967770 injection_replay 192.168.10.222 192.168.10.221 END
2016-07-31 02:12:53.916048 master_hijacking_replay 192.168.10.222 192.168.10.221 START
2016-07-31 02:14:08.743609 master_hijacking_replay 192.168.10.222 192.168.10.221 END
2016-07-31 02:28:23.674166 injection_replay_updaterAck 192.168.10.222 192.168.10.221 START
2016-07-31 02:28:31.643793 injection_replay_updaterAck 192.168.10.222 192.168.10.221 END
2016-07-31 02:56:22.490318 injection_replay 192.168.10.222 192.168.10.221 START
2016-07-31 02:56:26.774532 injection_replay 192.168.10.222 192.168.10.221 END
2016-07-31 03:16:11.097580 master_hijacking_replay 192.168.10.222 192.168.10.221 START
2016-07-31 03:17:25.935605 master_hijacking_replay 192.168.10.222 192.168.10.221 END
2016-07-31 03:28:15.642271 injection_replay_updaterAck 192.168.10.222 192.168.10.221 START
2016-07-31 03:28:23.955632 injection_replay_updaterAck 192.168.10.222 192.168.10.221 END
2016-07-31 03:55:21.714722 injection_replay 192.168.10.222 192.168.10.221 START
2016-07-31 03:55:25.942466 injection_replay 192.168.10.222 192.168.10.221 END
2016-07-31 04:22:35.697676 master_replay 192.168.10.222 192.168.10.221 START
2016-07-31 04:23:26.077119 master_replay 192.168.10.222 192.168.10.221 END
2016-07-31 04:37:58.056038 master_replay 192.168.10.222 192.168.10.221 START
2016-07-31 04:38:47.968517 master_replay 192.168.10.222 192.168.10.221 END
2016-07-31 04:49:43.703062 master_hijacking_replay 192.168.10.222 192.168.10.221 START
2016-07-31 04:51:02.399595 master_hijacking_replay 192.168.10.222 192.168.10.221 END
2016-07-31 05:06:40.431541 injection_replay 192.168.10.222 192.168.10.221 START
2016-07-31 05:06:44.723730 injection_replay 192.168.10.222 192.168.10.221 END
2016-07-31 05:22:00.710678 master_hijacking_replay 192.168.10.222 192.168.10.221 START
2016-07-31 05:23:10.351595 master_hijacking_replay 192.168.10.222 192.168.10.221 END
2016-07-31 05:47:46.011939 master_replay_flooding 192.168.10.222 192.168.10.221 START
2016-07-31 05:48:16.427211 master_replay_flooding 192.168.10.222 192.168.10.221 END
2016-07-31 06:16:08.332780 master_hijacking_replay 192.168.10.222 192.168.10.221 START
2016-07-31 06:17:22.674769 master_hijacking_replay 192.168.10.222 192.168.10.221 END
2016-07-31 06:46:01.600885 master_replay 192.168.10.222 192.168.10.221 START
2016-07-31 06:46:51.520288 master_replay 192.168.10.222 192.168.10.221 END
2016-07-31 07:10:52.145596 injection_replay 192.168.10.222 192.168.10.221 START
2016-07-31 07:10:56.413640 injection_replay 192.168.10.222 192.168.10.221 END
2016-07-31 07:34:12.956580 master_hijacking_replay 192.168.10.222 192.168.10.221 START
2016-07-31 07:35:27.503598 master_hijacking_replay 192.168.10.222 192.168.10.221 END
2016-07-31 08:04:30.425881 injection_replay 192.168.10.222 192.168.10.221 START
2016-07-31 08:04:34.703733 injection_replay 192.168.10.222 192.168.10.221 END
2016-07-31 08:29:39.364742 injection_replay_updaterAck 192.168.10.222 192.168.10.221 START
2016-07-31 08:29:46.923847 injection_replay_updaterAck 192.168.10.222 192.168.10.221 END
2016-07-31 08:53:02.463062 injection_replay 192.168.10.222 192.168.10.221 START
2016-07-31 08:53:07.225223 injection_replay 192.168.10.222 192.168.10.221 END
2016-07-31 09:13:37.606832 master_replay 192.168.10.222 192.168.10.221 START
2016-07-31 09:14:27.529074 master_replay 192.168.10.222 192.168.10.221 END
2016-07-31 09:33:23.768621 master_hijacking_replay 192.168.10.222 192.168.10.221 START
2016-07-31 09:34:42.927582 master_hijacking_replay 192.168.10.222 192.168.10.221 END
2016-07-31 09:55:26.330003 injection_replay_updaterAck 192.168.10.222 192.168.10.221 START
2016-07-31 09:55:34.036177 injection_replay_updaterAck 192.168.10.222 192.168.10.221 END
2016-07-31 10:12:58.259296 master_replay 192.168.10.222 192.168.10.221 START
2016-07-31 10:13:48.186813 master_replay 192.168.10.222 192.168.10.221 END
2016-07-31 10:42:04.125671 master_replay 192.168.10.222 192.168.10.221 START
2016-07-31 10:42:54.045146 master_replay 192.168.10.222 192.168.10.221 END
2016-07-31 11:06:37.661012 injection_replay_updaterAck 192.168.10.222 192.168.10.221 START
2016-07-31 11:07:15.619620 injection_replay_updaterAck 192.168.10.222 192.168.10.221 END
2016-07-31 11:37:08.623708 master_hijacking_replay 192.168.10.222 192.168.10.221 START
2016-07-31 11:38:24.383603 master_hijacking_replay 192.168.10.222 192.168.10.221 END
2016-07-31 12:01:09.888647 injection_replay 192.168.10.222 192.168.10.221 START
2016-07-31 12:01:14.174386 injection_replay 192.168.10.222 192.168.10.221 END
2016-07-31 12:21:28.551745 injection_replay_updaterAck 192.168.10.222 192.168.10.221 START
2016-07-31 12:21:34.427627 injection_replay_updaterAck 192.168.10.222 192.168.10.221 END
2016-07-31 12:47:19.323572 injection_replay 192.168.10.222 192.168.10.221 START
2016-07-31 12:47:23.631813 injection_replay 192.168.10.222 192.168.10.221 END
2016-07-31 13:00:32.516658 injection_replay 192.168.10.222 192.168.10.221 START
2016-07-31 13:00:36.779764 injection_replay 192.168.10.222 192.168.10.221 END
2016-07-31 13:16:47.881174 master_hijacking_replay 192.168.10.222 192.168.10.221 START
2016-07-31 13:18:06.267629 master_hijacking_replay 192.168.10.222 192.168.10.221 END
2016-07-31 13:35:24.407389 injection_replay_updaterAck 192.168.10.222 192.168.10.221 START
2016-07-31 13:35:28.112143 injection_replay_updaterAck 192.168.10.222 192.168.10.221 END
2016-07-31 13:50:48.150781 master_replay 192.168.10.222 192.168.10.221 START
2016-07-31 13:51:38.065309 master_replay 192.168.10.222 192.168.10.221 END
2016-07-31 14:21:23.082778 master_hijacking_replay 192.168.10.222 192.168.10.221 START
2016-07-31 14:22:36.223568 master_hijacking_replay 192.168.10.222 192.168.10.221 END
2016-07-31 14:33:55.975727 injection_replay_updaterAck 192.168.10.222 192.168.10.221 START
2016-07-31 14:34:06.539657 injection_replay_updaterAck 192.168.10.222 192.168.10.221 END
2016-07-31 14:48:17.483603 master_replay_flooding 192.168.10.222 192.168.10.221 START
2016-07-31 14:48:36.624300 master_replay_flooding 192.168.10.222 192.168.10.221 END
2016-07-31 15:15:53.973213 master_replay 192.168.10.222 192.168.10.221 START
2016-07-31 15:16:43.879616 master_replay 192.168.10.222 192.168.10.221 END
